,Name,Address,Phone Numbers,Year Born,Home Status,Speeding Tickets,Children,Annual Income,Email
203,Ariana Jones,"20892 Fifth Blvd., Apt 4548, Enterprise, Nevada",3033811178,1930,Own,0,0,$80509,ariana_jone681@protonmail.com
204,Luca Torres,"23698 Park Ln., Brandon, Florida",5129471855,1973,Rent,0,0,$129149,luca-torre765@protonmail.com
205,James Price,"8933 Eighth Dr., Apt 1040, Enterprise, Nevada",9766185536,1933,Rent,2,0,$105032,jamespric290@gmail.com
206,Grayson Ramirez,"6530 Oak Blvd., Sunrise Manor, Nevada",6564474768,2008,N/A,0,0,0,grayso.ramire291@yahoo.com
207,Carter Bennett,"23002 Eighth Ave, Paradise, Nevada",3582476769,1929,Own,0,0,$107337,cartebennet126@gmail.com
208,Zoe Brooks,"18570 Fifth St., Apt 2008, Enterprise, Nevada",4468834160,1930,Own,0,2,$208568,zo.brooks360@protonmail.com
209,Mateo Lopez,"15281 Seventh Blvd., Apt 4770, East Los Angeles, California",2801360302,1975,Rent,0,4,$135381,mate_lopez527@hotmail.com
210,Maverick Murphy,"10405 Fifth Place, Apt 8241, Spring Valley, Nevada",7861245482,2012,N/A,0,0,0,maverick-murphy833@yahoo.com
211,Aiden Moore,"4956 Oak Ave, Paradise, Nevada",9222570035,2007,N/A,0,0,0,aide-moore67@gmail.com
212,Avery Price,"23880 Fourth Blvd., Apt 147, East Los Angeles, California",6905517196,1938,Own,0,0,$185383,avery-pric803@hotmail.com
213,Alexander Russell,"4557 Sixth Ave, Arlington, Virginia",6952173724,1937,Rent,2,1,$108087,alexande-russel893@outlook.com
214,Harper Harris,"5818 Ninth Blvd., Apt 9857, Enterprise, Nevada",6468532873,2013,N/A,0,0,0,harper.harri374@gmail.com
215,Mason Long,"24841 Ninth Ln., Apt 4798, Arlington, Virginia",7538163342,1929,Rent,0,3,$232523,masonlon796@gmail.com
216,Owen Clark,"26987 First Ave, Apt 9520, Enterprise, Nevada",7899767754,1949,Rent,1,0,$56724,owe_clar101@hotmail.com
217,Everly Clark,"2536 Park Dr., East Los Angeles, California",6647077593,2001,Own,0,0,$15051,everl-clar691@outlook.com
218,Leo Robinson,"20968 Sixth Ave, Spring Valley, Nevada",4544948712,1992,Rent,0,4,$25594,leo-robinso799@outlook.com
219,Aiden Murphy,"31960 Fifth Place, Metairie, Louisiana",4828990474,1995,Rent,0,2,$58117,aiden_murphy409@yahoo.com
220,Oliver Torres,"1340 Sixth Dr., Sunrise Manor, Nevada",6690747995,1972,Rent,2,0,$162518,olivetorre691@aol.com
221,Lucas Roberts,"14986 Eighth St., Arlington, Virginia",4880834856,1928,Rent,0,0,$51595,luca_roberts269@yahoo.com
222,Caden Howard,"18645 Ninth Ln., Brandon, Florida",2934891360,1978,Rent,0,0,$62712,caden.howard942@outlook.com
223,Aaliyah Martinez,"30207 Fourth Place, Brandon, Florida",3885842169,1970,Rent,0,0,$238644,aaliya.martinez411@aol.com
224,Leo Garcia,"11363 Park Ln., Apt 1233, Arlington, Virginia",4939992075,1986,Rent,0,0,$84022,le-garcia523@protonmail.com
225,Evelyn Miller,"28876 Fifth Ln., Apt 6366, Metairie, Louisiana",3738156916,2010,N/A,0,0,0,evelyn_mille638@aol.com
226,Jack Robinson,"6024 Ninth Blvd., Apt 4460, Enterprise, Nevada",7373762924,2003,Rent,0,0,$77929,jac.robinso564@protonmail.com
227,Ava Howard,"24627 Cedar Ave, Sunrise Manor, Nevada",8817750363,2018,N/A,0,0,0,av-howard290@protonmail.com
228,Layla Hernandez,"32465 Tenth Blvd., Apt 4149, Spring Valley, Nevada",9919448322,1937,Rent,0,0,$186654,layla_hernandez122@aol.com
229,Ella Phillips,"16502 Eighth Ave, Spring Valley, Nevada",6735343719,2008,N/A,0,0,0,ell_phillips631@aol.com
230,Maya Adams,"14497 First Place, East Los Angeles, California",7572616815,1961,Rent,1,0,$211101,may-adams934@protonmail.com
231,Noah Morales,"30239 Third Blvd., Apt 8276, Metairie, Louisiana",5396252156,1936,Rent,0,0,$74955,noah_morale442@yahoo.com
232,Jace Brooks,"10777 Ninth Dr., Apt 7452, Paradise, Nevada",4986840612,1938,Rent,0,0,$28342,jac-brooks979@hotmail.com
233,Alexander Hall,"25979 Second Ave, Apt 9106, East Los Angeles, California",5363355391,1986,Rent,0,1,$109028,alexander-hall736@hotmail.com
234,Hannah Myers,"29904 Tenth Dr., Apt 1747, Paradise, Nevada",6786014175,1926,Rent,0,4,$202654,hannahmyer9@aol.com
235,Elena Williams,"6901 Sixth Dr., Apt 5698, Enterprise, Nevada",8108519831,2019,N/A,0,0,0,elen_williams355@protonmail.com
236,Penelope Price,"22175 First Ln., Apt 4606, Enterprise, Nevada",6837007926,1998,Own,3,0,$76949,penelopepric232@protonmail.com
237,Sophia Wood,"29840 Oak Place, East Los Angeles, California",6581464287,1948,Rent,0,0,$198417,sophia-woo532@gmail.com
238,Peyton Jackson,"14996 Seventh Dr., Spring Valley, Nevada",3218308333,1986,Own,0,0,$54450,peytonjackso268@gmail.com
239,Jack Allen,"28716 Tenth Blvd., Enterprise, Nevada",7503194318,1925,Rent,0,3,$50056,jackalle910@hotmail.com
240,Caden Reyes,"18642 Second Place, Apt 3634, Spring Valley, Nevada",3740700578,1942,Own,0,3,$68406,cade-reyes207@aol.com
241,Lincoln Russell,"19716 Second Dr., Paradise, Nevada",9975354293,2004,N/A,0,0,$221696,lincol_russell594@protonmail.com
242,Olivia Nguyen,"4677 Fifth Blvd., Apt 3098, Sunrise Manor, Nevada",9387107808,1974,Rent,0,0,$31766,olivia-nguyen782@protonmail.com
243,Penelope Stewart,"21873 Sixth Dr., Apt 8265, Enterprise, Nevada",2716244380,2001,Rent,1,0,$225925,penelope-stewart860@yahoo.com
244,Charlotte Sanders,"13456 Third Blvd., Apt 8408, Enterprise, Nevada",5029916720,1945,Own,0,0,$213010,charlottesanders281@outlook.com
245,Jack Brown,"21719 Tenth Dr., Sunrise Manor, Nevada",2331334536,1941,Rent,0,0,$59860,jack-brown531@protonmail.com
246,Sebastian Peterson,"20083 Second St., Apt 2725, Arlington, Virginia",2025721640,2011,N/A,0,0,0,sebastiapeterso569@protonmail.com
247,Ethan Green,"11626 Seventh Dr., Apt 3079, Enterprise, Nevada",2519249141,1934,Own,0,2,$179155,etha-green300@outlook.com
248,Aubrey Rivera,"10689 Cedar St., Enterprise, Nevada",6080583788,1932,Rent,0,0,$212736,aubrey.river759@gmail.com
249,Carter Richardson,"27564 Sixth Place, Apt 2410, East Los Angeles, California",8066722225,1948,Own,1,2,$83368,carter-richardson819@protonmail.com
250,Nova Anderson,"32441 Ninth Ln., Apt 8668, Brandon, Florida",9053376444,1962,Rent,0,1,$226194,nova-anderson294@protonmail.com
251,Mason Green,"31627 Second Ave, Apt 8822, Metairie, Louisiana",2260978114,1969,Own,0,1,$22206,masogreen843@protonmail.com
252,Camilla Richardson,"26718 Third Blvd., East Los Angeles, California",8762966744,1946,Rent,0,0,$49662,camillrichardson949@protonmail.com
253,Matthew Morales,"9678 Park Place, Apt 8662, Spring Valley, Nevada",5246696881,1931,Own,0,0,$200564,matthe.morale122@hotmail.com
254,Adalyn Murphy,"12440 Oak St., East Los Angeles, California",3005204694,2021,N/A,0,0,0,adalymurphy629@outlook.com
255,Leah Cox,"28129 Sixth St., Sunrise Manor, Nevada",2646842627,1928,Rent,0,2,$74735,leah.cox349@aol.com
256,Chloe Bailey,"11887 First Dr., Sunrise Manor, Nevada",5028152553,1933,Rent,0,0,$18056,chloe.baile69@hotmail.com
257,Jace Miller,"15569 Third Dr., Metairie, Louisiana",8396300769,1999,Rent,0,0,$227140,jac.mille57@aol.com
258,Ava Edwards,"15404 Park Place, Apt 364, East Los Angeles, California",9393668706,1985,Rent,0,0,$21563,avedward897@outlook.com
259,Emilia Flores,"2050 Tenth Place, Apt 6768, Paradise, Nevada",2201482912,1994,Own,1,0,$187036,emilia.flores629@hotmail.com
260,Nora Johnson,"9795 Fourth Blvd., Paradise, Nevada",8359080868,1997,Rent,0,4,$87564,nor_johnson667@yahoo.com
261,Logan Davis,"29863 Third Ave, Apt 4363, Spring Valley, Nevada",2479546087,1999,Rent,0,0,$110578,loga.davi35@outlook.com
262,Aria Allen,"7658 First St., Apt 2055, Metairie, Louisiana",7826150685,1955,Rent,0,0,$123831,aria.allen783@protonmail.com
263,Mateo Miller,"5121 Park Dr., Apt 639, Brandon, Florida",8967865332,1924,Own,0,2,$119941,matemiller482@hotmail.com
264,Sarah Cruz,"21271 Cedar Ln., Apt 2258, Enterprise, Nevada",5141257393,1947,Own,0,0,$17352,sarah-cru495@gmail.com
265,Isaiah Jones,"27676 Eighth Ln., Apt 427, Spring Valley, Nevada",7421280197,1927,Own,0,2,$58036,isaiah_jone462@protonmail.com
266,Cameron Collins,"19095 Ninth Ln., Apt 3070, Enterprise, Nevada",4466372614,1982,Rent,0,0,$204185,cameron.collins302@outlook.com
267,Charlotte Diaz,"20018 Fifth Ave, Apt 3339, Sunrise Manor, Nevada",4589243440,1937,Rent,0,0,$76248,charlott_dia220@hotmail.com
268,Noah Cox,"24515 Fifth Dr., East Los Angeles, California",5347464250,1932,Own,0,0,$124305,noah.cox398@gmail.com
269,Luca Davis,"22717 Oak Ln., Apt 9237, Metairie, Louisiana",4631209693,1923,Rent,0,0,$165660,luca-davis526@hotmail.com
270,Sarah Hill,"20924 Cedar Ave, Paradise, Nevada",2964105084,2004,N/A,0,3,$36584,sarah_hill503@yahoo.com
271,Caden Clark,"14457 First Ln., Apt 9106, Metairie, Louisiana",2453836127,1927,Own,0,0,$209820,cade_clar305@outlook.com
272,Zoe Murphy,"3226 Eighth Ln., East Los Angeles, California",9917659799,1989,Own,0,0,$57558,zomurphy855@yahoo.com
273,Carson Hernandez,"4455 Eighth St., Metairie, Louisiana",2066780334,1927,Own,0,0,$50780,carso_hernande861@aol.com
274,Harper Richardson,"11459 Ninth Ave, Paradise, Nevada",3332699796,2016,N/A,0,0,0,harpe_richardson991@outlook.com
275,Asher Perez,"29942 Eighth Place, Apt 2883, Spring Valley, Nevada",5522643687,2012,N/A,0,0,0,asheperez798@hotmail.com
276,Elena Gutierrez,"25134 Second Dr., Apt 4729, Brandon, Florida",7058304674,1952,Own,0,0,$222866,elen-gutierre606@protonmail.com
277,Adalyn Lopez,"19392 Cedar Blvd., Apt 2796, Sunrise Manor, Nevada",2877462024,2017,N/A,0,0,0,adalyn-lopez719@yahoo.com
278,Lila Jenkins,"23299 Tenth Place, Spring Valley, Nevada",4319131935,2016,N/A,0,0,0,liljenkin718@protonmail.com
279,Caden Baker,"16097 First Place, Sunrise Manor, Nevada",9427298963,1968,Rent,1,0,$117168,cade.baker60@gmail.com
280,Elijah Green,"23061 Oak Ln., Apt 4417, Brandon, Florida",9689776612,2013,N/A,0,0,0,elijah-gree938@hotmail.com
281,Nora Morales,"1726 Ninth Ave, Arlington, Virginia",2858655365,2003,Rent,0,0,$61694,nora-morale697@protonmail.com
282,Camilla Cox,"28279 Park St., Brandon, Florida",9511442829,1975,Rent,0,2,$249608,camilla.cox873@aol.com
283,Henry Russell,"6018 Fourth Ln., Apt 9101, Paradise, Nevada",4221251309,1936,Rent,0,0,$93667,henryrussell491@protonmail.com
284,Henry Sanders,"22145 Second Dr., Apt 924, Sunrise Manor, Nevada",3393971482,2015,N/A,0,0,0,henr-sanders919@aol.com
285,Josiah Watson,"30854 Park Place, Apt 1795, Arlington, Virginia",7494509879,2017,N/A,0,0,0,josia.watso871@gmail.com
286,Colton Green,"11480 Fourth Blvd., Apt 6183, Sunrise Manor, Nevada",5966615583,2019,N/A,0,0,0,colton-green610@yahoo.com
287,Carson Brown,"32779 Second St., Spring Valley, Nevada",9975313782,1985,Own,0,2,$204198,carso_brow285@gmail.com
288,Ethan Sullivan,"23948 Tenth Place, Apt 966, Arlington, Virginia",8535431496,2015,N/A,0,0,0,ethasullivan320@aol.com
289,Madelyn Martin,"19687 Cedar Blvd., Brandon, Florida",9079289517,1947,Own,0,3,$61471,madelymarti116@gmail.com
290,Eliana Thompson,"5849 Oak Blvd., Apt 5122, Arlington, Virginia",4525848243,2020,N/A,0,0,0,elian-thompso21@aol.com
291,Emilia Perry,"26716 Sixth Dr., Apt 8705, Arlington, Virginia",8167802971,1921,Rent,0,0,$151978,emilia_perry532@yahoo.com
292,Scarlett Bell,"12189 Sixth Blvd., Metairie, Louisiana",7592618672,1979,Rent,0,2,$105543,scarlet.bell905@outlook.com
293,Abigail Brown,"32030 Cedar St., Spring Valley, Nevada",9031722012,1975,Rent,1,2,$67794,abigai.brow123@yahoo.com
294,Ethan Butler,"8375 Eighth Place, Apt 5405, Arlington, Virginia",5598250288,1940,Rent,0,2,$51387,etha.butle730@aol.com
295,Paisley Sullivan,"21130 Fourth St., Apt 644, Enterprise, Nevada",4179951915,1966,Rent,0,0,$109498,paisley.sullivan576@aol.com
296,Hannah Sanchez,"18313 Park Place, Apt 6654, Sunrise Manor, Nevada",4930786244,1939,Rent,0,0,$68363,hannah_sanche568@hotmail.com
297,Gabriel Ortiz,"13016 Fifth Dr., Apt 9196, Paradise, Nevada",2639679070,1925,Own,0,0,$186548,gabriel-orti75@outlook.com
298,Isaac Morales,"11891 First Dr., Spring Valley, Nevada",8062217894,1957,Own,0,0,$215795,isaamorales946@outlook.com
299,Lila Williams,"21379 Second Place, Sunrise Manor, Nevada",5459772917,1962,Rent,0,0,$68334,lil-williams858@aol.com
300,Asher Miller,"10846 Sixth Blvd., Brandon, Florida",2912667070,1982,Own,0,0,$58968,ashemiller809@yahoo.com
301,Jackson Brooks,"26047 Eighth Ave, Apt 1626, Brandon, Florida",4217294635,1935,Own,0,0,$105118,jackson_brook815@protonmail.com
302,Luna Collins,"27 Second Place, Apt 7834, Enterprise, Nevada",4437973415,1996,Rent,0,0,$113545,lun_collins870@outlook.com
303,Caleb Bennett,"5207 Fourth Blvd., Sunrise Manor, Nevada",2059898565,1925,Rent,0,0,$143511,cale.bennett475@protonmail.com
304,Ariana Moore,"21829 Seventh Dr., Paradise, Nevada",4984065598,1983,Own,0,1,$147130,arian.moor762@yahoo.com
305,Peyton Martin,"6824 Sixth Ln., Enterprise, Nevada",4676603956,1984,Rent,1,0,$116514,peyton_marti664@protonmail.com
306,Mason Lewis,"26609 Oak Ave, Apt 5218, Brandon, Florida",5722031679,1981,Rent,1,3,$235582,maso.lewis815@hotmail.com
307,Elena Davis,"26723 Fifth St., Apt 8574, Spring Valley, Nevada",8191713570,1992,Rent,0,2,$110405,elendavis691@outlook.com
308,Ella Gutierrez,"6362 Cedar Ave, East Los Angeles, California",9693014360,1976,Rent,1,0,$166133,ell.gutierrez528@protonmail.com
309,Mason Perry,"16450 Second Ave, Apt 5330, Sunrise Manor, Nevada",6692796517,1934,Rent,0,2,$172641,mason-perr455@protonmail.com
310,Harper Cook,"3378 Ninth Place, Sunrise Manor, Nevada",5136540128,2013,N/A,0,0,0,harpecoo122@yahoo.com
311,Emilia Edwards,"1039 Ninth Blvd., Sunrise Manor, Nevada",7527600333,1933,Rent,0,2,$106872,emili.edward403@outlook.com
312,Evelyn Mitchell,"20983 Seventh Place, Apt 9947, Sunrise Manor, Nevada",4785399962,1996,Rent,0,3,$136226,evelynmitchel870@outlook.com
313,Madison Cruz,"10523 Eighth Blvd., Metairie, Louisiana",2627840024,2021,N/A,0,0,0,madison_cru284@protonmail.com
314,Isaiah Howard,"32331 Fourth Ln., Brandon, Florida",4425782443,1937,Rent,0,0,$77119,isaiah-howar317@gmail.com
315,Nora Green,"29863 Eighth Place, Apt 7673, Spring Valley, Nevada",5542007080,1925,Rent,0,0,$151223,nora.green132@hotmail.com
316,Mia Miller,"4551 Third Dr., Paradise, Nevada",6410579079,1945,Rent,0,0,$137940,mi-mille354@aol.com
317,Logan Stewart,"31036 Cedar Ave, Apt 1203, Metairie, Louisiana",8563071783,2001,Rent,1,0,$132425,loga_stewar712@gmail.com
318,Amelia Lewis,"32285 Sixth Blvd., Apt 6769, Arlington, Virginia",4300723114,2009,N/A,0,0,0,ameli.lewi390@aol.com
319,Sebastian Bennett,"17872 Park Ave, Apt 9881, Spring Valley, Nevada",2572509018,1987,Rent,0,0,$70607,sebastian_bennett986@outlook.com
320,Ellie Adams,"26938 First Ave, Apt 1742, Paradise, Nevada",6493112027,1991,Own,0,0,$103101,ellie.adams207@gmail.com
321,Maverick Roberts,"13092 Third Blvd., Spring Valley, Nevada",8113740377,2006,N/A,0,1,0,maveric_roberts220@gmail.com
322,Noah Murphy,"26324 Seventh Ave, Sunrise Manor, Nevada",9647330412,1938,Rent,1,0,$123967,noah-murph535@hotmail.com
323,Luke Hernandez,"29854 First Ave, Apt 6965, Metairie, Louisiana",5012384570,1922,Rent,1,0,$209640,luke_hernandez35@outlook.com
324,James Reyes,"3270 Third Ln., Apt 8864, Arlington, Virginia",4123741790,2001,Rent,0,0,$153158,james.reyes786@gmail.com
325,Charlie Ward,"26481 Fifth Ave, Spring Valley, Nevada",9013152806,1959,Rent,0,0,$42690,charli.ward196@hotmail.com
326,James Gray,"6806 First Ave, Metairie, Louisiana",9096942755,1975,Own,0,0,$120369,jame-gray856@aol.com
327,Henry Adams,"21777 Eighth Place, Enterprise, Nevada",6931426053,1961,Rent,0,1,$247002,henradams716@aol.com
328,Wyatt Wilson,"32570 First Dr., Metairie, Louisiana",4650259049,1960,Own,1,0,$73398,wyat.wilso183@outlook.com
329,Aiden Campbell,"24264 Park Dr., Brandon, Florida",2009730355,1992,Rent,0,3,$101483,aidecampbel222@yahoo.com
330,Gabriel Lopez,"4372 Third St., Enterprise, Nevada",2676782812,2020,N/A,0,0,0,gabrie_lope251@aol.com
331,Elena Torres,"1629 Seventh Place, Enterprise, Nevada",8852649441,1974,Own,0,2,$52296,elen_torre925@hotmail.com
332,Mateo Brooks,"13718 Eighth St., Apt 8284, Enterprise, Nevada",4462671283,2007,N/A,0,0,0,mate-brook588@gmail.com
333,Gabriel Parker,"30258 Seventh Ave, Paradise, Nevada",9323166817,1982,Rent,0,0,$245150,gabrieparke588@aol.com
334,Evelyn Rodriguez,"31230 Eighth Dr., Apt 4432, Enterprise, Nevada",7218734753,1992,Own,0,0,$88789,evelyn.rodriguez466@gmail.com
335,Aria Gutierrez,"22148 Cedar St., Apt 8445, Paradise, Nevada",9288380945,1959,Own,0,0,$72960,aria_gutierre220@outlook.com
336,Cameron Powell,"14243 Fifth Blvd., Apt 8049, Brandon, Florida",2779797144,2007,N/A,0,0,0,camero.powell597@yahoo.com
337,Jack Lee,"5259 Second Ln., East Los Angeles, California",9471888826,1970,Rent,1,2,$197415,jac_le873@outlook.com
338,Benjamin Miller,"19160 Ninth Ave, Apt 7124, East Los Angeles, California",8182395125,1924,Rent,0,2,$197882,benjaminmille197@hotmail.com
339,Matthew Walker,"28460 Oak St., Apt 758, Enterprise, Nevada",5990109676,2003,Rent,0,0,$115932,matthe-walker127@aol.com
340,Aiden Allen,"20702 Fifth Blvd., Apt 5902, Sunrise Manor, Nevada",7812369433,1928,Rent,0,2,$88446,aide.allen837@protonmail.com
341,Zoe Garcia,"7103 Third Ln., Metairie, Louisiana",2438166772,1969,Own,0,0,$233372,zoe.garcia911@outlook.com
342,Isla Perez,"1553 Eighth St., Paradise, Nevada",9677004321,1982,Rent,1,0,$56016,isla.pere180@yahoo.com
343,Leo King,"25691 Seventh Blvd., Arlington, Virginia",3259249237,1921,Own,0,0,$110177,leo-kin553@protonmail.com
344,William Russell,"4327 First St., Apt 9486, Arlington, Virginia",7647786414,1930,Rent,0,0,$120719,willia.russel867@outlook.com
345,Logan Gonzalez,"20797 Ninth Ave, Apt 9597, Arlington, Virginia",4708118876,1982,Own,0,0,$161576,logagonzale636@protonmail.com
346,Julian Sanders,"5731 Fifth Dr., Sunrise Manor, Nevada",6480849452,1982,Own,0,0,$137213,julian_sander781@gmail.com
347,Ava Lewis,"32497 Tenth Dr., Apt 404, Paradise, Nevada",4477333221,1986,Rent,0,0,$109753,av.lewi913@yahoo.com
348,Aria Brown,"17139 Tenth Dr., Sunrise Manor, Nevada",4651059165,1972,Rent,0,4,$124605,ari.brown754@yahoo.com
349,Luna Miller,"26229 First Dr., Apt 9918, Enterprise, Nevada",8301008703,1923,Rent,0,0,$83883,lun-mille626@hotmail.com
350,Logan Johnson,"2889 Third St., Brandon, Florida",3511769013,1966,Rent,0,1,$227110,logajohnson941@aol.com
351,Gabriel Reyes,"28204 Fifth St., Enterprise, Nevada",2881443252,1998,Rent,0,0,$220076,gabriel.reye609@yahoo.com
352,Avery Scott,"6150 Seventh Ln., Apt 9463, Brandon, Florida",8537835155,2008,N/A,0,0,0,averscot45@yahoo.com
353,Camilla Sanders,"1323 Oak Place, Brandon, Florida",6680269515,1921,Own,0,0,$23749,camill_sander320@aol.com
354,Alexander Allen,"8885 Eighth Blvd., Apt 9118, Brandon, Florida",4148614314,2008,N/A,0,0,0,alexander_allen20@gmail.com
355,Leah Bailey,"26429 Seventh Blvd., Apt 8961, Paradise, Nevada",9935490068,1982,Rent,0,4,$113297,leahbailey383@yahoo.com
356,Amelia Peterson,"28950 Cedar Ave, Sunrise Manor, Nevada",5862741274,1922,Rent,1,2,$43472,ameliapeterson908@yahoo.com
357,Maverick James,"27844 Tenth Blvd., Arlington, Virginia",7001489001,2003,Rent,0,0,$133488,maveric.james952@protonmail.com
358,James Myers,"28894 Fifth Ave, Apt 4800, Enterprise, Nevada",7438487527,1973,Rent,0,0,$136089,jame_myers733@protonmail.com
359,Caden Green,"9876 Sixth Place, Paradise, Nevada",9554276896,1964,Rent,0,0,$187866,cade.green897@yahoo.com
360,Riley Ortiz,"21173 Oak St., Arlington, Virginia",7914250784,1931,Own,0,1,$196782,rile_ortiz974@protonmail.com
361,Ellie Harris,"2880 Fourth St., Apt 5294, Arlington, Virginia",3347484491,2010,N/A,0,0,0,ellie_harri102@protonmail.com
362,Wyatt Johnson,"692 Ninth Ln., Apt 7340, Sunrise Manor, Nevada",3569566057,1984,Rent,0,0,$116687,wyatt-johnson679@yahoo.com
363,Layla Garcia,"15440 Fifth St., Arlington, Virginia",6410441491,1946,Rent,0,0,$125470,laylgarcia227@aol.com
364,Carter Brown,"18675 Park St., Brandon, Florida",9628326987,1957,Own,0,0,$87572,carte.brown184@protonmail.com
365,Wyatt Johnson,"18560 Tenth Ave, Sunrise Manor, Nevada",4689286522,1973,Own,0,3,$157107,wyatt.johnson186@protonmail.com
366,Isaac Parker,"20746 Sixth Ave, East Los Angeles, California",8456034827,1934,Own,0,0,$161626,isaac.parke725@protonmail.com
367,Ethan Lopez,"24661 First Place, Apt 5795, Paradise, Nevada",6491437978,1975,Own,0,2,$162903,ethanlope815@yahoo.com
368,Leah Richardson,"8849 First Ave, Metairie, Louisiana",9956584561,1941,Rent,0,0,$111393,learichardso896@outlook.com
369,Evelyn King,"24680 Fourth Dr., Sunrise Manor, Nevada",7177590305,1958,Rent,2,0,$19086,evelyn-kin302@hotmail.com
370,Charlie Thompson,"10052 Sixth Ave, Metairie, Louisiana",9981975890,1964,Rent,0,0,$234674,charlithompso344@protonmail.com
371,Lila James,"12255 First Ln., Arlington, Virginia",5479392008,1930,Rent,0,0,$64855,lila.jame891@gmail.com
372,Samuel Lopez,"14432 Tenth Blvd., Apt 7928, East Los Angeles, California",9381323644,1968,Rent,1,1,$64174,samuellope864@protonmail.com
373,Paisley Cox,"31156 Second Ln., Enterprise, Nevada",9399805397,1998,Rent,0,0,$208830,paisle_co190@aol.com
374,Mia Bell,"12807 Second Place, East Los Angeles, California",4441855124,1984,Rent,0,0,$206732,mia_bell251@yahoo.com
375,Jacob Ward,"23771 Park Ave, Enterprise, Nevada",3691918815,2010,N/A,0,0,0,jaco.war571@aol.com
376,Avery Morgan,"24009 Cedar Blvd., Brandon, Florida",5163256073,1977,Rent,0,2,$172799,avery-morga181@hotmail.com
377,Jack Cox,"17023 Seventh Ln., Apt 8215, Enterprise, Nevada",4860827156,2003,Own,0,0,$170711,jac-co736@outlook.com
378,Adalyn Smith,"977 Eighth Dr., Apt 6204, Enterprise, Nevada",2237994531,1928,Rent,0,2,$244477,adalysmit581@outlook.com
379,Peyton Bailey,"32041 Sixth Dr., Enterprise, Nevada",2788639423,1946,Rent,0,0,$217566,peytobaile385@gmail.com
380,Logan Thomas,"28180 Fourth St., Enterprise, Nevada",3138144729,1971,Own,0,0,$98050,logathomas867@aol.com
381,Isla Williams,"21846 Cedar Ave, Brandon, Florida",7240958025,1950,Own,0,0,$234194,isla-william300@outlook.com
382,Wyatt Davis,"27810 Tenth Ave, Metairie, Louisiana",8197357693,2021,N/A,0,0,0,wyat_davis862@outlook.com
383,Jack Martinez,"10842 Park Dr., Paradise, Nevada",9669877424,1990,Rent,1,0,$64202,jack-martinez78@aol.com
384,Layla Anderson,"2459 Cedar Ln., Apt 6888, Arlington, Virginia",7716892767,1976,Rent,0,0,$114790,laylaanderson29@gmail.com
385,Avery Hill,"30336 Seventh Dr., Apt 9415, Paradise, Nevada",9449065074,1934,Rent,0,0,$193698,aver-hil227@hotmail.com
386,William Brown,"9910 Fifth St., Brandon, Florida",5517518195,1992,Rent,0,0,$128253,williabrown830@outlook.com
387,James King,"11178 Second Ave, Apt 9728, East Los Angeles, California",8385736843,1955,Rent,0,0,$243798,jame_kin606@outlook.com
388,Jack Green,"5964 Fourth Ln., Sunrise Manor, Nevada",9383118529,1995,Rent,0,3,$55415,jac-gree579@protonmail.com
389,Oliver Reed,"8381 Eighth Blvd., Paradise, Nevada",4194324790,2017,N/A,0,0,0,oliver_ree204@protonmail.com
390,Penelope Price,"4675 Cedar Ln., Spring Valley, Nevada",9680811869,2017,N/A,0,0,0,penelop-price294@outlook.com
391,Lucas Robinson,"24877 Eighth St., East Los Angeles, California",8524090366,1923,Own,0,0,$145346,lucasrobinson237@aol.com
392,Riley Williams,"11875 Tenth Blvd., Apt 9025, Spring Valley, Nevada",9863366143,1955,Rent,0,2,$148180,rile_william870@hotmail.com
393,Colton Lopez,"28800 Second St., Enterprise, Nevada",4037605009,1976,Own,0,0,$142428,coltonlopez564@yahoo.com
394,William Long,"8277 Second Blvd., Apt 7423, Paradise, Nevada",2292760051,2006,N/A,0,0,0,willia-lon850@hotmail.com
395,Luna Collins,"11748 Sixth Ln., Apt 2680, Enterprise, Nevada",2223826717,1940,Own,0,0,$233737,lun_collins245@gmail.com
396,Ezra Lewis,"27593 Tenth Dr., Metairie, Louisiana",5035973676,1988,Rent,0,0,$147405,ezralewis15@hotmail.com
397,Owen Perry,"31579 Eighth Ave, Sunrise Manor, Nevada",7235449746,1942,Own,0,0,$164825,owen.perry1@yahoo.com
398,Luna Martinez,"15618 Ninth Ln., Spring Valley, Nevada",7328171709,1967,Rent,0,0,$146559,lun_martine109@hotmail.com
399,Michael Ortiz,"3040 Park St., Apt 2242, Arlington, Virginia",7865209831,1922,Own,0,0,$85727,michaelortiz920@yahoo.com
400,Sarah Richardson,"23934 Fourth Ln., Enterprise, Nevada",9929969635,1956,Rent,0,0,$36913,sara.richardson568@hotmail.com
401,Jace Taylor,"2449 First Ave, Apt 4716, Spring Valley, Nevada",3036121983,1996,Rent,1,0,$155376,jac_taylor770@hotmail.com
402,Abigail Jackson,"27177 Eighth St., Arlington, Virginia",9705432734,1979,Own,0,3,$16338,abigaijackso211@outlook.com
403,Aaliyah Turner,"26280 First Ln., Apt 3532, Paradise, Nevada",7462226645,1934,Rent,0,0,$55150,aaliya.turne458@outlook.com
404,Everly Fisher,"25734 Sixth St., Sunrise Manor, Nevada",7790567380,1982,Rent,0,2,$198656,everly-fisher183@gmail.com
405,Benjamin Jackson,"19849 Ninth Dr., Metairie, Louisiana",8524611667,1960,Rent,0,0,$195665,benjami_jackson756@outlook.com
